"","stock","in.Dorner.et.al.","GOA","brood.yr","spawners","recruits","use","source","lat","long","notes","entry.yr","ln.rs","loc.sst","w.sst.1","w.sst.2","w.sst.3","our.region","npgo3","npgo2","npgo","pdo3","pdo2","pdo"
"297","Bowron","y",0,1989,1367,12842,1,"DFO",49.12,123.06,"",1991,2.24010249163004,0.0465097570060313,-0.100869952494111,-0.312017520965212,-0.477462703310391,"South",-0.341927988,-0.52970458,-0.825499134,-0.574,-0.633,-1.574
"298","Bowron","y",0,1990,5065,31130,1,"DFO",49.12,123.06,"",1992,1.81581784675287,0.40308843457911,-0.523165089436313,0.155877804561086,0.07029521887602,"South",-1.00974146,-1.101862623,-0.233910026,-0.258,0.4,0.308
"299","Bowron","y",0,1991,2460,48739,1,"DFO",49.12,123.06,"",1993,2.98631818101318,0.519875010662576,0.834920698558485,0.548062862852192,0.190986878756023,"South",-1.447087742,-2.0536766,-1.96981522,0.594,0.737,0.492
"300","Bowron","y",0,1992,1117,12883,1,"DFO",49.12,123.06,"",1994,2.44526209272232,0.667258414905425,0.261205027145898,0.57073627000467,0.658797746189275,"South",-1.82376771533333,-1.750743963,-2.13753798,0.289333333333333,0.188,0.982
"301","Bowron","y",0,1993,592,20467,1,"DFO",49.12,123.06,"",1995,3.54306247709544,0.959592586136362,0.880267512863443,0.537933009955463,0.445690349018941,"South",-1.36064997533333,-0.972205973,-1.363949946,0.274,-0.08,-0.606
"302","Bowron","y",0,1994,1845,10849,1,"DFO",49.12,123.06,"",1996,1.77159363234782,0.183012175496657,0.195598507047483,0.489466016433336,0.619733181910038,"South",-1.03656622066667,-0.872874358,-0.580462,0.028,0.345,0.446
"303","Bowron","y",0,1995,13467,27391,1,"DFO",49.12,123.06,"",1997,0.709972243815684,1.2121442302635,0.783333525819188,0.291443209883756,0.259494975604998,"South",-0.331516148666667,-0.207043223,-1.165286716,0.642666666666667,0.741,0.244
"304","Bowron","y",0,1996,4055,26776,1,"DFO",49.12,123.06,"",1998,1.88755527634165,0.86995843451023,-0.200447106051677,0.884888521630764,0.851036856360239,"South",0.318468778,1.060346525,0.75120027,0.342666666666667,0.392,1.238
"305","Bowron","y",0,1997,2119,5024,1,"DFO",49.12,123.06,"",1999,0.863282149879736,0.0389268778358438,1.97022414931321,1.14641908288796,0.697463686574751,"South",1.24361055,1.48981569,1.36949278,-0.153333333333333,-0.849,-0.454
"306","Bowron","y",0,1998,2830,17001,1,"DFO",49.12,123.06,"",2000,1.79299545420045,0.157033901633869,0.322614016462724,0.0952684603335079,0.720253689993407,"South",1.81896675333333,2.04370374,1.6101386,-0.477333333333333,-0.489,-1.244
"307","Bowron","y",0,1999,3295,19734,1,"DFO",49.12,123.06,"",2001,1.7899368684805,-0.496106289858661,-0.132077095795709,-0.0428682546422235,0.0789591690594255,"South",2.01072238666667,2.21101428,2.47726888,-0.525333333333333,-0.166,0.266
"308","Bowron","y",0,2000,6720,25283,1,"DFO",49.12,123.06,"",2002,1.32504407858884,0.0504227200312788,0.0463405865112615,-0.31660970616004,-0.255098836038597,"South",2.05722435866667,1.847202098,1.94475968,0.486666666666667,0.597,-0.598
"309","Bowron","y",0,2001,2752,6825,1,"DFO",49.12,123.06,"",2003,0.908264420999926,0.49731590040544,-0.679559998831343,0.335559109023755,0.239152934852924,"South",1.326480454,1.017340841,1.749644516,0.556,1.133,1.792
"310","Bowron","y",0,2002,4505,7674,1,"DFO",49.12,123.06,"",2004,0.532650100764459,0.674514609804965,1.35067821687885,0.723631511905317,0.25590100832643,"South",0.273767326666667,-0.464171268,0.285037166,0.876,0.418,0.474
"311","Bowron","y",0,2003,3038,3792,1,"DFO",49.12,123.06,"",2005,0.221694180219194,0.436129620904872,0.0965848069317813,0.25756792682784,0.62193802351151,"South",-0.665353895333333,-1.140549426,-1.213379702,0.308,0.225,0.362
